instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd sequential-induced-except-4-pf sequential-induced-except-4-pd sequential-d2-induced-except-4-pf sequential-d2-induced-except-4-pd sequential-induced-except-5-pf sequential-induced-except-5-pd sequential-d2-induced-except-5-pf sequential-d2-induced-except-5-pd sequential-induced-except-10-pf sequential-induced-except-10-pd sequential-d2-induced-except-10-pf sequential-d2-induced-except-10-pd sequential-induced-except-20-pf sequential-induced-except-20-pd sequential-d2-induced-except-20-pf sequential-d2-induced-except-20-pd
g8-g75 11 964349 205184 964422 347371 964000 196767 963748 235920 963622 183486 963622 190809 963124 161641 963124 163020 963744 158306 963744 158306 963792 157322 963792 157322 965135 164439 965135 164439 965135 164439 965135 164439
g8-g76 11 965140 277004 965140 384800 965124 277237 965124 309426 965120 276018 965120 281880 964908 272549 964908 273880 965215 270927 965215 270927 965226 270366 965226 270366 965135 268678 965135 268678 965135 268678 965135 268678
g8-g77 11 965135 443905 965135 495805 965135 443905 965135 461866 965135 443905 965135 445530 965135 443905 965135 444067 965135 443905 965135 443905 965135 443905 965135 443905 965135 443905 965135 443905 965135 443905 965135 443905
g8-g78 11 965109 147435 965322 402353 965034 148873 965034 221383 965187 149167 965187 164807 965167 150103 965167 154095 965131 149735 965131 149735 965133 149308 965133 149308 965380 150039 965380 150039 965380 150039 965380 150039
g8-g79 11 943543 110670 935224 245987 953594 106876 953594 130420 960746 112965 960746 116339 963537 125173 963537 126908 965294 136624 965294 136624 965238 141000 965238 141000 965321 142331 965321 142331 965321 142331 965321 142331
g8-g80 11 723963 99766 699945 105021 846110 107020 846110 107403 922460 104773 922460 104805 944440 96830 944440 96900 955085 94824 955085 94824 961466 112012 961466 112012 965464 137549 965464 137549 965464 137549 965464 137549
g8-g81 11 965347 145966 948568 297480 965347 145966 966125 218323 965347 145966 965347 161718 965347 145966 965347 149777 965347 145966 965347 145966 965347 145966 965347 145966 965347 145966 965347 145966 965347 145966 965347 145966
g8-g83 11 965731 143655 949325 331484 965731 143655 965731 222226 965731 143655 965731 160478 965731 143655 965731 147892 965731 143655 965731 143655 965731 143655 965731 143655 965731 143655 965731 143655 965731 143655 965731 143655
g8-g84 11 965731 218316 965731 352611 965731 218316 965731 257424 965731 218316 965731 226106 965731 218316 965731 220242 965731 218316 965731 218316 965731 218316 965731 218316 965731 218316 965731 218316 965731 218316 965731 218316
g8-g85 11 666126 1915 666126 1915 908689 149994 908689 149994 951307 110811 951307 110811 962267 119977 962267 119977 965852 140009 965852 140009 965332 139314 965332 139314 965332 139314 965332 139314 965332 139314 965332 139314
g8-g87 11 961002 113113 960057 307821 963403 119072 963403 166316 965037 127539 965037 137207 965358 133584 965358 136778 965549 138544 965549 138544 965800 141324 965800 141324 965774 141936 965774 141936 965774 141936 965774 141936
g8-g88 11 963776 122739 963610 345661 964766 127132 964766 184230 965366 132772 965366 144751 965496 137131 965496 140698 965632 140753 965632 140753 966063 143030 966063 143030 965774 142479 965774 142479 965774 142479 965774 142479
g8-g89 11 665449 2466 665449 2466 932689 127118 932689 135823 962070 120534 962070 123281 965565 140275 965565 144697 965565 140275 965565 140275 965565 140275 965565 140275 965565 140275 965565 140275 965565 140275 965565 140275
g8-g90 11 966055 140971 949239 333005 966055 140971 966055 221334 966055 140971 966055 158398 966055 140971 966055 145285 966055 140971 966055 140971 966055 140971 966055 140971 966055 140971 966055 140971 966055 140971 966055 140971
g8-g91 11 934541 118890 932920 232788 957773 105895 957773 129737 963597 117543 963597 122965 965613 130162 965613 133381 965873 136040 965873 136040 966307 138618 966307 138618 966322 139776 966322 139776 966322 139776 966322 139776
g8-g92 11 935818 117436 932994 234854 957797 104932 957797 128869 963423 116816 963423 122113 965748 129221 965748 132386 965797 135137 965797 135137 966266 137781 966266 137781 966142 138895 966142 138895 966142 138895 966142 138895
g8-g94 11 963073 117910 946815 288822 965629 130747 965629 198710 965973 137489 965973 153442 966101 139189 966101 143569 966318 139791 966318 139791 966100 140081 966100 140081 966100 140081 966100 140081 966100 140081 966100 140081
g8-g95 11 921514 110277 910140 211556 927411 102971 927111 110233 945530 100280 945530 101045 954654 99290 954654 99815 960851 104802 960851 104802 964013 119208 964013 119208 966058 137777 966058 137777 966058 137777 966058 137777
g8-g96 11 930288 107908 918621 216945 936474 102999 936597 113676 949186 100404 949186 101521 956720 100654 956720 101290 961917 108095 961917 108095 964572 121477 964572 121477 966058 137909 966058 137909 966058 137909 966058 137909
g8-g97 11 922802 109681 910840 209881 939021 101538 938764 112983 950571 99891 950571 101189 957249 101175 957249 101872 962352 108727 962352 108727 964652 121527 964652 121527 966058 137908 966058 137908 966058 137908 966058 137908
g8-g98 11 947746 108578 938427 242930 953623 103448 953708 125534 958777 104879 958777 108236 962015 108964 962015 110406 964186 117771 964186 117771 965506 127516 965506 127516 966058 138212 966058 138212 966058 138212 966058 138212
g8-g99 11 947937 108062 938769 243975 953581 103526 953867 125456 959042 105761 959042 109161 961695 108398 961695 109903 964101 117804 964101 117804 965564 127592 965564 127592 966058 138221 966058 138221 966058 138221 966058 138221
g9-g100 11 833529 776 833529 776 932908 9596 932908 9596 943958 7011 943958 7011 965875 46517 951457 23453 969179 61406 969179 61406 970144 69632 970144 69632 972426 92484 972426 92484 972426 92484 972426 92484
g9-g101 11 888186 2434 875036 32998 968341 74503 940483 9477 970839 77503 958116 64744 972321 94082 972321 94219 972321 94082 972321 94085 972321 94082 972321 94082 972321 94082 972321 94082 972321 94082 972321 94082
g9-g102 11 954151 81423 928177 112386 972321 94843 949703 57879 972321 94843 959630 86414 972321 94843 972321 95020 972321 94843 972321 94844 972321 94843 972321 94843 972321 94843 972321 94843 972321 94843 972321 94843
g9-g103 11 972321 96283 932959 96997 972321 96283 949703 59142 972321 96283 959630 88077 972321 96283 972321 96531 972321 96283 972321 96294 972321 96283 972321 96283 972321 96283 972321 96283 972321 96283 972321 96283
g9-g104 11 960238 33465 954116 78901 965409 36049 962114 37837 968699 45091 967092 41923 970525 55784 970430 56029 971212 67506 971212 67506 971936 77479 971936 77479 972661 92739 972661 92739 972661 92739 972661 92739
g9-g105 11 960154 33445 954044 78922 965631 35627 962312 37682 968510 45004 967579 41851 970556 56087 970406 55995 971431 67496 971431 67496 972108 77448 972108 77448 972825 92733 972825 92733 972825 92733 972825 92733
g9-g106 11 968241 48359 964363 121663 969382 52242 967173 57379 971294 61688 970723 58240 971935 72346 971935 72356 972093 80587 972093 80587 972504 85342 972504 85342 972458 92616 972458 92616 972458 92616 972458 92616
g9-g107 11 963188 37613 957481 90265 966703 38490 963836 40764 969395 47193 968075 44481 970776 57940 970905 57924 971773 68761 971773 68761 972075 78437 972075 78437 972492 92524 972492 92524 972492 92524 972492 92524
g9-g108 11 962616 37884 958258 92159 966890 39015 963849 41425 969399 47257 968160 44369 970711 58401 970921 58322 971630 69342 971630 69342 971906 77492 971906 77492 972577 93284 972577 93284 972577 93284 972577 93284
g9-g109 11 889088 1065 889088 25574 968602 73575 950090 35873 971208 76330 971208 76393 972606 92681 972606 92734 972606 92681 972606 92683 972606 92681 972606 92681 972606 92681 972606 92681 972606 92681 972606 92681
g9-g110 11 972556 83434 972512 204012 972709 87056 972741 102970 972839 89908 972839 90067 972566 91809 972566 91925 972765 92722 972765 92728 972614 93633 972614 93633 972777 93920 972777 93920 972777 93920 972777 93920
g9-g111 11 965551 41454 960799 102423 967676 42230 965246 45881 969937 50480 969040 47579 970949 60416 971090 60597 971766 71068 971766 71068 972229 79205 972229 79205 972712 92649 972712 92649 972712 92649 972712 92649
g9-g112 11 944385 7225 939067 63881 964847 27794 953022 27198 969510 50871 969215 49601 970965 63624 970684 63321 971595 74379 971595 74380 972554 83668 972554 83668 972592 92317 972592 92317 972592 92317 972592 92317
g9-g51 11 959487 115374 959487 145320 961499 110657 961499 114886 963519 113100 963519 113129 964798 116726 964798 116726 965227 121111 965227 121111 965806 124444 965806 124444 966128 132306 966128 132306 966128 132306 966128 132306
g9-g52 11 947852 50700 947265 93996 956870 61013 956047 68367 962614 73411 961940 74600 964635 85250 964635 86724 965505 94273 965505 94317 966448 100751 966448 100751 967143 113197 967143 113197 967143 113197 967143 113197
g9-g53 11 967212 132060 967241 215429 967522 135050 967409 147335 967258 135936 967258 136017 967045 137781 967045 137799 967367 138797 967367 138798 967367 138797 967367 138797 967367 138797 967367 138797 967367 138797 967367 138797
g9-g54 11 966935 93901 964034 163535 967590 94823 965741 101322 968403 97600 968179 99192 968564 102311 968564 103868 969105 104983 969105 105036 969143 108416 969143 108416 969462 114385 969462 114385 969462 114385 969462 114385
g9-g55 11 968407 93690 950445 135624 969116 100884 958924 100102 968824 106659 969107 105977 969044 109913 969044 111311 969133 112474 969133 112520 969252 113612 969252 113612 969462 115272 969462 115272 969462 115272 969462 115272
g9-g56 11 967663 96445 964840 168497 968137 97163 966448 105500 968262 100738 968208 102118 968889 104492 968889 106093 969181 107438 969181 107495 969282 110131 969282 110131 969462 115766 969462 115766 969462 115766 969462 115766
g9-g57 11 835303 1456 835303 1456 925910 2688 925910 2688 943488 8365 943488 8365 949967 11022 949967 11022 957907 21470 957907 21470 965074 53499 965074 53499 969481 92638 969481 92638 969481 92638 969481 92638
g9-g61 11 886422 15200 886422 38583 966115 80454 947675 49440 968359 86034 968359 86100 969873 101083 969873 101083 970009 101726 970009 101726 970231 105332 970231 105332 970156 104680 970156 104680 970156 104680 970156 104680
g9-g62 11 957195 41472 955636 91771 962840 48856 962128 55157 966650 60079 966190 60914 968373 73717 968373 74406 969759 84345 969759 84359 970271 91203 970271 91203 970384 102168 970384 102168 970384 102168 970384 102168
g9-g63 11 970785 118788 970343 224448 970446 119445 970717 135833 970993 119957 970993 120056 970401 119880 970401 119899 970662 119800 970662 119800 970662 119800 970662 119800 970662 119800 970662 119800 970662 119800 970662 119800
g9-g64 11 970742 189584 970742 235453 970536 189662 970536 196926 970401 189477 970401 189750 970662 189807 970662 189999 970662 189807 970662 189811 970662 189807 970662 189807 970662 189807 970662 189807 970662 189807 970662 189807
g9-g65 11 970773 112985 948532 150626 970773 112985 958166 122509 970773 112985 970773 114506 970773 112985 970773 114066 970773 112985 970773 113017 970773 112985 970773 112985 970773 112985 970773 112985 970773 112985 970773 112985
g9-g67 11 886961 11515 873468 40222 966935 82985 939094 18858 969406 85651 956367 73716 970769 102330 970769 102931 970769 102330 970769 102351 970769 102330 970769 102330 970769 102330 970769 102330 970769 102330 970769 102330
g9-g68 11 970769 143401 970769 225086 970769 143401 970769 155628 970769 143401 970769 143401 970769 143401 970769 143401 970769 143401 970769 143401 970769 143401 970769 143401 970769 143401 970769 143401 970769 143401 970769 143401
g9-g69 11 961690 52518 937742 76683 969041 77009 955329 68886 970398 85643 970398 85671 970805 93340 970805 93340 970831 98626 970831 98626 971085 100897 971085 100897 971009 101343 971009 101343 971009 101343 971009 101343
g9-g70 11 869687 5488 866197 9063 948524 17086 940688 14171 963250 35658 955807 29050 968400 60680 968400 60832 969645 73934 969645 73935 970467 82468 970467 82468 971109 96970 971109 96970 971109 96970 971109 96970
g9-g71 11 962765 53097 938987 79692 969245 77428 955488 70569 970201 86160 970201 86185 970992 93599 970992 93599 971318 99157 971318 99157 971245 101050 971245 101050 971109 101616 971109 101616 971109 101616 971109 101616
g9-g72 11 891534 11452 888477 14743 934447 6321 932749 5922 948482 11644 948310 11445 951046 12571 951046 12584 955719 18702 955719 18702 966269 52071 966269 52071 971499 92745 971499 92745 971499 92745 971499 92745
g9-g74 11 950495 31409 950495 83769 955698 31180 955698 35682 958719 33407 958719 34100 962722 39631 962722 40116 968090 63996 968090 64002 969163 74352 969163 74352 971302 97473 971302 97473 971302 97473 971302 97473
g9-g75 11 969606 139021 969824 198400 969749 119427 969666 130890 969879 111589 969879 115279 969833 112231 969833 115058 970198 111735 970198 111805 970940 113061 970940 113061 971434 122826 971434 122826 971434 122826 971434 122826
g9-g76 11 971372 249655 971372 307204 971296 246079 971296 265543 971411 244261 971411 256352 971110 245468 971110 254693 971118 244582 971118 244888 971592 242774 971592 242774 971434 241990 971434 241990 971434 241990 971434 241990
g9-g77 11 971434 441480 971434 483061 971434 441480 971434 472362 971434 441480 971434 469021 971434 441480 971434 462546 971434 441480 971434 442112 971434 441480 971434 441480 971434 441480 971434 441480 971434 441480 971434 441480
g9-g78 11 971539 100217 971197 215563 971425 103495 971327 121446 971381 103665 971381 104764 971229 105016 971229 105862 971374 105153 971374 105176 971404 106126 971404 106126 971685 105889 971685 105889 971685 105889 971685 105889
g9-g79 11 951996 21494 942323 94442 960446 34233 952190 37966 968486 56138 968413 56713 970155 71446 970155 71775 970478 78724 970478 78731 971030 84343 971030 84343 971687 97442 971687 97442 971687 97442 971687 97442
g9-g80 11 833605 746 833605 746 930993 2773 930773 2855 946963 8067 945831 7713 954377 12254 954377 12267 963353 27457 963353 27457 968346 56853 968346 56853 972034 92756 972034 92756 972034 92756 972034 92756
g9-g81 11 971938 100956 946522 115758 971938 100956 957405 98958 971938 100956 972189 100216 971938 100956 971938 101496 971938 100956 971938 100973 971938 100956 971938 100956 971938 100956 971938 100956 971938 100956 971938 100956
g9-g83 11 971840 99248 946445 126213 971840 99248 957164 104094 971840 99248 971840 99877 971840 99248 971840 99734 971840 99248 971840 99260 971840 99248 971840 99248 971840 99248 971840 99248 971840 99248 971840 99248
g9-g84 11 971840 183862 971840 250903 971840 183862 971840 200401 971840 183862 971840 191038 971840 183862 971840 189295 971840 183862 971840 184038 971840 183862 971840 183862 971840 183862 971840 183862 971840 183862 971840 183862
g9-g85 11 832432 2330 832432 2330 932362 11531 932362 11531 965844 48837 951554 25041 968619 63160 968619 63264 969426 71658 969426 71662 970256 77264 970256 77264 972340 94428 972340 94428 972340 94428 972340 94428
g9-g87 11 966889 44813 960214 124357 969517 59064 964363 61779 970655 70874 970785 70366 971173 79424 971173 79737 971634 85797 971634 85804 971962 91337 971962 91337 972065 96855 972065 96855 972065 96855 972065 96855
g9-g88 11 969853 61227 966737 154266 971045 71669 968689 79799 971476 80144 971415 80080 971669 85534 971669 85892 971935 90475 971935 90493 972035 93358 972035 93358 972065 97559 972065 97559 972065 97559 972065 97559
g9-g89 11 833061 2988 833061 2988 951591 53120 937090 11081 967973 61533 953384 40313 969555 71921 969555 72113 970542 78178 970542 78182 972108 94940 972108 94940 972108 94940 972108 94940 972108 94940 972108 94940
g9-g90 11 940502 128679 908828 36604 968095 76261 949239 38938 972434 95454 972434 95763 972434 95454 972434 95695 972434 95454 972434 95464 972434 95454 972434 95454 972434 95454 972434 95454 972434 95454 972434 95454
g9-g91 11 943492 10252 938741 60972 964528 32641 952507 30871 969365 57300 969442 55117 970253 68879 970530 68747 971255 77147 971255 77151 972170 87807 972170 87807 972261 94425 972261 94425 972261 94425 972261 94425
g9-g92 11 943975 10495 939234 63510 965025 33034 953197 31103 969443 56512 969444 54843 970545 67983 970545 68016 971374 77122 971374 77122 972214 86621 972214 86621 972314 94565 972314 94565 972314 94565 972314 94565
g9-g94 11 964214 49060 937755 54383 970250 70366 954203 51306 971699 80462 971690 80095 972300 87690 972300 87854 972343 92321 972343 92324 972419 94478 972419 94478 972493 94607 972493 94607 972493 94607 972493 94607
g9-g95 11 869945 2499 865894 3295 942325 6368 939339 6159 954231 12693 952951 12095 962244 22519 961975 22245 967794 40911 967794 40911 969924 62859 969924 62859 972382 91928 972382 91928 972382 91928 972382 91928
g9-g96 11 883791 3424 876734 5262 945224 8408 943063 8249 956820 15874 954932 14802 963467 26913 963940 27173 968515 45331 968515 45331 970315 65192 970315 65192 972382 92010 972382 92010 972382 92010 972382 92010
g9-g97 11 876535 2262 871754 4246 946097 8167 942254 7707 957441 16287 955479 15013 964095 28269 964314 28086 968438 46071 968438 46071 970453 65202 970453 65202 972382 92044 972382 92044 972382 92044 972382 92044
g9-g98 11 923351 9990 914472 21555 956630 18233 951357 17211 964482 29176 962057 26186 967928 42919 967928 42937 970062 58981 970062 58981 970923 71830 970923 71830 972382 92452 972382 92452 972382 92452 972382 92452
g9-g99 11 924515 10193 915010 21882 956622 18426 951382 17386 964115 29524 961612 26020 967927 42955 967927 42967 970074 58540 970074 58540 971388 72307 971388 72307 972382 92434 972382 92434 972382 92434 972382 92434
g10-g58-normed 11 960569 164850 959892 278183 960850 114053 960850 139709 964633 83584 964633 83991 968221 79160 968221 79160 970216 85462 970216 85462 971302 90960 971302 90960 972246 102535 972246 102535 972246 102535 972246 102535
g10-g59-normed 11 960295 166444 959979 277173 959713 113306 959713 135619 964622 81595 964622 82000 968561 79359 968561 79359 970349 85363 970349 85363 971580 91279 971580 91279 972246 102618 972246 102618 972246 102618 972246 102618
g10-g60-normed 11 968372 150163 968648 249295 968764 125079 968764 150653 970242 110855 970242 111460 971397 106861 971397 106861 971439 108805 971439 108805 971867 111592 971867 111592 972246 116296 972246 116296 972246 116296 972246 116296
g10-g66-normed 11 972664 117381 972113 279372 972664 117381 972664 163099 972664 117381 972664 119067 972664 117381 972664 117381 972664 117381 972664 117381 972664 117381 972664 117381 972664 117381 972664 117381 972664 117381 972664 117381
g10-g73-normed 11 969235 119580 968745 242167 968443 92401 968443 122169 970286 82824 970286 83403 972003 86816 972003 86816 972800 92103 972800 92103 973217 96569 973217 96569 973908 102838 973908 102838 973908 102838 973908 102838
g10-g82-normed 11 974399 104016 971770 272864 974399 104016 974399 159482 974399 104016 974399 106096 974399 104016 974399 104016 974399 104016 974399 104016 974399 104016 974399 104016 974399 104016 974399 104016 974399 104016 974399 104016
g10-g86-normed 11 0 0 0 0 949428 107616 949428 172319 970275 72760 970275 72760 973287 85130 973287 85130 973287 85130 973287 85130 974103 90762 974103 90762 974463 97736 974463 97736 974463 97736 974463 97736
g10-g93-normed 11 975143 195974 975143 227047 975143 195974 975143 205179 975143 195974 975143 196292 975143 195974 975143 195974 975143 195974 975143 195974 975143 195974 975143 195974 975143 195974 975143 195974 975143 195974 975143 195974
g11-g58-normed 11 953078 215251 949904 319201 954451 171300 954733 248632 957623 143170 957623 169417 961881 125190 961881 130628 965577 116854 965577 117311 968952 118384 968952 118384 972555 135775 972555 135775 972555 135775 972555 135775
g11-g59-normed 11 952937 208414 945238 312353 954328 169981 954347 246855 957242 143047 957242 168744 961081 124165 961081 129263 965523 115603 965523 115980 968980 118487 968980 118487 972555 135688 972555 135688 972555 135688 972555 135688
g11-g60-normed 11 967596 193579 967300 318480 967908 174863 967908 261601 968826 159091 968826 190797 969791 147348 969791 155195 970938 141285 970938 142208 972038 141617 972038 141617 972555 148335 972555 148335 972555 148335 972555 148335
g11-g66-normed 11 973154 150006 899337 224899 973154 150006 968813 276042 973154 150006 973154 230161 973154 150006 973154 172856 973154 150006 973154 153235 973154 150006 973154 150006 973154 150006 973154 150006 973154 150006 973154 150006
g11-g73-normed 11 966733 162215 966678 303022 966947 142989 967026 240227 967585 127319 967585 161485 969520 120161 969520 128066 971223 119305 971223 120141 972870 124430 972870 124430 974451 136088 974451 136088 974451 136088 974451 136088
g11-g82-normed 11 975246 137334 738187 182924 975246 137334 963680 232726 975246 137334 975428 226151 975246 137334 975246 164013 975246 137334 975246 141299 975246 137334 975246 137334 975246 137334 975246 137334 975246 137334 975246 137334
g11-g86-normed 11 0 0 0 0 832436 278587 800098 320353 928239 124450 928239 134348 963614 106588 963614 109158 973287 120483 973287 121807 974463 125498 974463 125498 975338 131823 975338 131823 975338 131823 975338 131823
g11-g93-normed 11 975597 221885 975597 262462 975597 221885 975597 255200 975597 221885 975597 236238 975597 221885 975597 226113 975597 221885 975597 222533 975597 221885 975597 221885 975597 221885 975597 221885 975597 221885 975597 221885
g12-g58-normed 11 866019 50545 842428 57833 921287 42529 919187 75931 941374 27496 940654 30676 950422 26538 950144 29423 956068 29148 955969 31526 959532 33037 959195 36214 968900 65851 968900 71132 975539 173065 975539 173065
g12-g59-normed 11 855735 50748 828808 52839 921652 42006 916779 71972 938975 24260 937191 26612 948449 23022 948056 25086 955189 27149 954375 27332 958547 29912 958297 31797 968918 67745 968918 73476 975462 172322 975462 172322
g12-g60-normed 11 960099 145048 959772 233979 962705 109183 962607 190686 964331 93513 964518 120709 966016 90093 966333 117038 967601 91970 967745 111686 968891 95251 968888 115135 973133 128156 973133 142656 975768 187550 975768 187550
g12-g66-normed 11 665531 19425 665531 19425 797737 23308 797737 23308 938193 27620 934451 32994 973559 150004 949119 37282 974974 171747 951197 27864 974974 171747 955460 33922 975517 181221 975517 226648 975501 193523 975501 193523
g12-g73-normed 11 951526 92720 949462 180171 956626 59965 956085 153803 960229 48910 959690 72903 963147 47885 963122 69097 965399 50235 965391 63473 966626 53035 966703 65233 973641 93090 973641 105171 977416 174736 977416 174736
g12-g82-normed 11 666811 7873 666811 7873 799340 9371 799340 9371 940458 11071 936725 17956 975726 132966 950996 22299 977258 158236 953261 11201 977098 160765 956664 16656 977849 170817 977849 220327 978199 183707 978199 183707
g12-g86-normed 11 666086 1936 666086 1936 749003 2189 749003 2189 908334 2559 908334 2559 937028 2651 937028 2651 946365 2771 946365 2771 951525 2744 951525 2744 970275 64312 970275 72565 978034 177840 978034 177840
g12-g93-normed 11 978543 257294 978543 319509 978543 257294 978543 310768 978543 257294 978543 294285 978543 257294 978543 288112 978543 257294 978543 283253 978543 257294 978543 280131 978543 257294 978543 266261 978543 257294 978543 257294
g13-g58-normed 11 942488 35648 940610 42643 956920 33836 957157 39050 964003 31050 964003 32693 968263 31274 968263 31407 970295 33508 970494 33289 971029 36220 970938 36251 973690 51507 973690 51507 976129 111293 976129 111293
g13-g59-normed 11 940750 33160 937736 37996 955487 31508 955045 35889 963468 29787 963727 31502 968536 31290 968404 31517 970263 32771 970263 32802 970817 35843 970792 35906 973436 51598 973436 51599 976129 111549 976129 111549
g13-g60-normed 11 968310 86714 968118 141829 970057 74688 970296 95161 971684 68285 971586 74897 972436 66339 972436 66975 973164 67971 973037 68283 973549 70604 973516 70905 975020 85214 975020 85214 976129 125047 976129 125047
g13-g66-normed 11 905974 26560 905974 26560 951582 51115 951582 54177 966254 57448 966254 65549 971844 60055 969001 53281 974722 84853 970467 55535 975501 115004 975495 106229 976346 126298 976346 126363 976346 126298 976346 126298
g13-g73-normed 11 963718 45504 963365 93112 968263 39646 968273 58707 971082 38397 971263 43727 972998 39702 972998 40224 973537 42213 973600 42593 974257 45339 974216 45583 976129 61431 976129 61434 977710 111735 977710 111735
g13-g82-normed 11 908347 10727 908347 10727 953416 35401 953102 39152 968667 41952 968405 51320 974256 44461 971339 37303 976772 69184 972811 39573 978166 97036 977101 79111 978727 113546 978727 113572 978727 113546 978727 113546
g13-g86-normed 11 899132 2591 899132 2591 932609 11471 932609 11471 957599 16599 957599 16599 966952 21545 966952 21545 971841 27337 971841 27337 972531 31650 972531 31650 975665 44469 975665 44469 978574 106148 978574 106148
g13-g93-normed 11 979127 203575 979127 254242 979127 203575 979127 227030 979127 203575 979127 212696 979127 203575 979127 207100 979127 203575 979127 205213 979127 203575 979127 204924 979127 203575 979127 203653 979127 203575 979127 203575
g14-g58-normed 11 955092 49600 954017 60329 962354 41998 962311 44022 967803 42564 967803 43761 970329 44600 970374 45050 972094 48186 972094 48216 972939 51108 972939 51122 975381 66268 975381 66268 976837 95133 976837 95133
g14-g59-normed 11 954883 47923 953537 56903 962091 41668 962053 43411 967326 41876 967308 42917 970388 44300 970388 44585 971829 47981 971922 47780 973017 51387 973017 51405 975310 66518 975310 66518 976837 95454 976837 95454
g14-g60-normed 11 970723 87236 970444 125927 972013 79725 972305 87891 973380 76327 973380 80073 973927 76789 973904 76810 974159 78182 974626 77701 974909 79371 974909 79394 976095 92467 976095 92467 976837 109397 976837 109397
g14-g66-normed 11 949119 40369 947124 56415 970847 71467 967351 59502 975501 91988 971844 75931 976346 100374 972619 79772 976346 100374 976232 100757 976835 111032 976835 111714 976835 111032 976835 111032 976835 111032 976835 111032
g14-g73-normed 11 968173 49585 967628 84987 971101 47378 971073 53151 972798 48313 973156 51072 974341 51865 974707 52411 975207 54044 974699 54489 975460 58211 975460 58219 977451 72656 977451 72656 978413 95830 978413 95830
g14-g82-normed 11 951545 24661 949015 42754 973465 56956 969553 43505 978199 77417 974138 60934 978641 85314 974926 64560 978727 85976 978258 79376 978992 95701 978992 96000 978951 96446 978951 96446 978951 96446 978951 96446
g14-g86-normed 11 908334 18821 908334 18821 958929 37700 951525 25156 967834 35760 967834 35785 971841 38940 971841 38940 974103 45874 974103 45874 974103 45874 974103 45874 978034 70065 978034 70065 979121 89407 979121 89407
g14-g93-normed 11 979481 191272 979481 226037 979481 191272 979481 201813 979481 191272 979481 196901 979481 191272 979481 193886 979481 191272 979481 192469 979481 191272 979481 192045 979481 191272 979481 191272 979481 191272 979481 191272
g15-g58-normed 11 935673 33210 932687 40041 952502 32272 952200 37070 961839 30593 961839 32323 966817 30790 966817 31092 969230 31931 969230 31967 970643 34687 970623 34772 973636 50930 973636 50933 976837 123134 976837 123134
g15-g59-normed 11 934417 33164 930227 35666 951678 31243 951331 34788 961448 29696 961393 30957 966554 29950 966628 30387 969367 31468 969415 31683 970786 34559 970786 34589 973473 49291 973473 49291 976837 123339 976837 123339
g15-g60-normed 11 967031 90849 967064 148808 969756 77861 969648 102832 971216 70375 971216 78362 971977 67697 971977 69083 973013 67901 973013 68069 973470 70771 973440 70614 974888 86298 974888 86303 976837 136316 976837 136316
g15-g66-normed 11 886167 26121 886167 26121 938193 47178 938193 52073 963220 51050 963220 54502 969001 53241 969001 54364 973154 61534 970562 54970 974974 95138 971266 68804 976835 137602 976835 137784 976835 137602 976835 137602
g15-g73-normed 11 962057 46996 961551 99352 967210 40697 966868 61914 969934 38794 969852 45770 972251 38941 972251 40076 973090 41361 973090 41485 973852 45036 973873 44935 976115 60614 976115 60614 978413 123479 978413 123479
g15-g82-normed 11 888775 10399 888775 10399 940458 31329 940458 37354 965347 35165 965580 38988 971339 37286 971235 38396 975246 45435 972811 39573 977206 78336 973079 51766 978951 124830 978951 124909 978951 124830 978951 124830
g15-g86-normed 11 888215 2507 888215 2507 928239 12821 928239 12821 949428 17686 949428 17686 964701 14764 964701 14764 971653 28878 971653 28878 971841 27337 971841 27337 975338 37522 975338 37522 979121 118068 979121 118068
g15-g93-normed 11 979481 212147 979481 268214 979481 212147 979481 241470 979481 212147 979481 225992 979481 212147 979481 217708 979481 212147 979481 214852 979481 212147 979481 214001 979481 212147 979481 212351 979481 212147 979481 212147
g16-g58-normed 11 946621 267907 941367 342530 949454 214350 949454 247103 956997 192014 956970 205005 961926 164661 961926 169614 966124 144108 966124 146294 969525 130185 969525 130407 977556 139275 977556 139275 977598 141106 977598 141106
g16-g59-normed 11 940923 269985 935208 335909 947298 211742 946949 242391 957592 187441 957592 199525 962172 163824 962172 168414 965599 143005 965599 144819 969106 129087 969106 129332 977506 138474 977506 138474 977598 141235 977598 141235
g16-g60-normed 11 970485 225675 970457 326461 971910 208658 971910 247397 972635 192579 972635 206288 973730 176585 973730 182143 974418 161668 974418 164520 975639 153127 975639 153496 977770 152909 977770 152909 977598 153621 977598 153621
g16-g66-normed 11 977577 155064 868223 351366 977577 155064 956778 234139 977577 155064 972992 183591 977577 155064 977577 169869 977577 155064 977577 161510 977577 155064 977577 156218 977577 155064 977577 155064 977577 155064 977577 155064
