instance family sequential-d2-induced-except-0 sequential-d2-induced-except-1 sequential-d2-induced-except-2 sequential-d2-induced-except-3 sequential-d2-induced-except-4 sequential-d2-induced-except-5 sequential-d2-induced-except-10 sequential-d2-induced-except-20
g17-g37 2 46 2536 167913 1000000 1000000 1000000 1000000 1000000
g17-g38 2 2 2 2 1010 82601 837906 1000000 1000000
g17-g39 2 7 62 202 1076 57502 923346 1000000 1000000
g17-g40 2 32 203 1069 5554 27892 58133 911046 1000000
g17-g41 2 17 118 731 10327 322689 1000000 1000000 1000000
g17-g42 2 18 146 855 11108 381260 1000000 1000000 1000000
g17-g43 2 67 414 8774 165804 1000000 1000000 1000000 1000000
g17-g44 2 22938 730836 1000000 1000000 1000000 1000000 1000000 1000000
g17-g45 2 6822 192308 1000000 1000000 1000000 1000000 1000000 1000000
g17-g46 2 36954 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g17-g47 2 25996 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g17-g48 2 67571 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g17-g49 2 119 898 54949 1000000 1000000 1000000 1000000 1000000
g17-g50 2 187 4516 51445 423032 1000000 1000000 1000000 1000000
g18-g19 2 1 1 1 3 43245 168902 1000000 1000000
g18-g20 2 4 4 2 2 2 2 3 1887
g18-g21 2 5 5 5 5 5 5 5 5
g18-g22 2 2 2 2 775 7034 36394 1000000 1000000
g18-g23 2 2 2 2 54 324 1596 1000000 1000000
g18-g24 2 1 1 1 1 261 656 1000000 1000000
g18-g25 2 1 1 1 1 321 1960 1000000 1000000
g18-g26 2 2 2 2 434 2571 11445 1000000 1000000
g18-g27 2 3 24 138 803 5301 34104 1000000 1000000
g18-g28 2 1 2 3 169 1013 7402 1000000 1000000
g18-g29 2 55842 888426 1000000 1000000 1000000 1000000 1000000 1000000
g18-g30 2 21086 310432 1000000 1000000 1000000 1000000 1000000 1000000
g18-g31 2 83236 947142 1000000 1000000 1000000 1000000 1000000 1000000
g18-g32 2 15 12 12 12 12 12 12 12
g18-g33 2 14 86 252 1164 8394 51025 1000000 1000000
g18-g34 2 2 181 1114 5450 39562 282105 1000000 1000000
g18-g35 2 4 122 593 3273 27039 193570 1000000 1000000
g18-g36 2 3 438 2303 19141 251102 1000000 1000000 1000000
g18-g37 2 47 2298 18908 255614 1000000 1000000 1000000 1000000
g18-g38 2 2 2 2 2 6472 25848 1000000 1000000
g18-g39 2 8 64 230 666 5375 29327 1000000 1000000
g18-g40 2 34 605 6683 35698 99939 158827 1000000 1000000
g18-g41 2 17 119 461 1985 15906 97798 1000000 1000000
g18-g42 2 28 224 609 2304 18357 104366 1000000 1000000
g18-g43 2 53 385 2164 13195 113084 791719 1000000 1000000
g18-g44 2 21094 568986 1000000 1000000 1000000 1000000 1000000 1000000
g18-g45 2 6405 157173 1000000 1000000 1000000 1000000 1000000 1000000
g18-g46 2 33167 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g18-g47 2 23462 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g18-g48 2 62462 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g18-g49 2 112 795 4991 38859 423209 1000000 1000000 1000000
g18-g50 2 218 1271 10787 62025 343259 1000000 1000000 1000000
g19-g20 2 2 2 2 2 2 2 2 235268
g19-g21 2 4 4 4 4 4 4 4 4
g19-g22 2 2 2 17 762 3978 16287 254025 1000000
g19-g23 2 2 2 10 36 129 317 1000000 1000000
g19-g25 2 2 2 2 2 1 26 5282 1000000
g19-g26 2 2 2 27 75 166 345 65350 1000000
g19-g27 2 5 15 47 179 851 3286 1000000 1000000
g19-g28 2 1 1 2 2 2 11 18206 1000000
g19-g29 2 9909 130837 800574 1000000 1000000 1000000 1000000 1000000
g19-g30 2 4672 57919 332896 1000000 1000000 1000000 1000000 1000000
g19-g31 2 20659 216730 1000000 1000000 1000000 1000000 1000000 1000000
g19-g32 2 12 15 12 12 12 12 12 12
g19-g33 2 2 4 17 52 137 345 154219 1000000
g19-g35 2 4 5 14 64 255 800 914450 1000000
g19-g37 2 7 255 1095 4731 19816 95630 1000000 1000000
g19-g38 2 4 4 4 78 130 578 150563 1000000
g19-g40 2 103 340 1416 7575 29444 79684 1000000 1000000
g19-g41 2 6 8 29 88 215 514 247482 1000000
g19-g42 2 7 10 93 195 510 951 409465 1000000
g19-g43 2 19 75 415 1042 2424 6484 1000000 1000000
g19-g44 2 4214 65116 421754 1000000 1000000 1000000 1000000 1000000
g19-g45 2 1394 20542 124166 578019 1000000 1000000 1000000 1000000
g19-g46 2 2283 75705 590265 1000000 1000000 1000000 1000000 1000000
g19-g47 2 1892 58013 434280 1000000 1000000 1000000 1000000 1000000
g19-g48 2 4371 119431 909769 1000000 1000000 1000000 1000000 1000000
g19-g49 2 40 215 887 2305 5657 15747 1000000 1000000
g19-g50 2 234 1921 13607 53625 205004 662374 1000000 1000000
g2-g10 2 0 0 0 0 0 0 0 0
g2-g11 2 0 0 0 0 0 0 0 0
g2-g12 2 3 0 0 0 0 0 0 0
g2-g13 2 1 0 0 0 0 0 0 0
g2-g14 2 1 0 0 0 0 0 0 0
g2-g15 2 2 0 0 0 0 0 0 0
g2-g16 2 1 1 0 0 0 0 0 0
g2-g17 2 0 0 0 0 0 0 0 0
g2-g18 2 0 0 0 0 0 0 0 0
g2-g19 2 0 0 0 0 0 0 0 0
g2-g20 2 1 1 1 1 1 1 1 2
g2-g21 2 3 3 3 5 7 15 3 3
g2-g22 2 1 1 1 1 1 1 1 1
g2-g23 2 4 2 1 1 2 1 1 1
g2-g24 2 0 0 0 0 0 0 0 0
g2-g25 2 1 15 1 0 0 0 0 0
g2-g26 2 12 2 1 1 2 2 2 1
g2-g27 2 2 2 2 3 3 2 2 2
g2-g28 2 1 1 1 1 1 1 1 1
g2-g29 2 3 3 3 3 3 3 3 3
g2-g3 2 0 0 1 2 0 0 0 0
g2-g30 2 3 3 3 3 3 3 3 3
g2-g31 2 3 3 3 3 3 5 3 3
g2-g32 2 12 10 10 10 12 11 11 11
g2-g33 2 1 1 1 1 1 1 1 2
g2-g34 2 1 1 1 1 1 1 3 3
g2-g35 2 2 3 3 2 2 2 3 3
g2-g36 2 2 2 2 2 2 2 3 3
g2-g37 2 2 2 2 2 2 2 4 4
g2-g38 2 2 57 5740 506503 1 1 3 3
g2-g39 2 1 1 1 1 1 1 5 3
g2-g4 2 0 0 0 0 0 0 0 0
g2-g40 2 5764 56834 7 7 7 7 11 11
g2-g41 2 4 4 4 4 4 4 6 5
g2-g42 2 4 4 4 4 4 4 4 4
g2-g43 2 5 5 5 5 5 5 5 5
g2-g44 2 6 6 7 6 6 7 6 6
g2-g45 2 6 6 9 7 9 6 6 7
g2-g46 2 7 7 7 10 10 10 10 7
g2-g47 2 7 10 7 7 7 7 7 7
g2-g48 2 7 7 7 7 7 7 7 7
g2-g49 2 5 6 5 5 6 5 6 6
g2-g5 2 0 0 0 0 0 0 0 0
g2-g50 2 11 11 11 11 11 15 11 11
g2-g6 2 0 2 0 0 0 0 0 0
g2-g7 2 0 0 1 4 14 8 0 0
g2-g8 2 0 0 0 0 0 0 0 0
g2-g9 2 0 2 5 0 0 0 0 0
g20-g21 2 4 4 4 5 5 5 4 4
g20-g23 2 2 2 3 3 4 2 2 5136
g20-g26 2 3 2 3 4 4 2 2 12702
g20-g27 2 3 3 3 3 3 3 3 36612
g20-g29 2 7 4 5 5 5 5 12406 1000000
g20-g30 2 4 4 5 5 5 5 3565 1000000
g20-g31 2 7 5 7 8 9 63 33431 1000000
g20-g32 2 13 13 13 13 13 13 12 12
g20-g38 2 3 3 4 4 3 3 4 4237
g20-g40 2 3201 17446 59544 161913 381282 799402 1000000 1000000
g20-g43 2 10 10 10 10 10 11 2457 293644
g20-g44 2 9 9 9 14 10 10 21464 1000000
g20-g45 2 13 13 9 10 10 10 4167 1000000
g20-g48 2 9 10 10 10 10 11 1825 1000000
g20-g50 2 117 390 751 1456 2930 6278 381423 1000000
g21-g27 2 4 4 4 4 4 4 4 4
g21-g32 2 14 14 14 14 15 15 1000000 1000000
g21-g40 2 11 825 14272 48472 104795 213526 1000000 1000000
g21-g50 2 16 17 17 17 17 17 1000000 1000000
g22-g23 2 3 3 2 29 302 2185 1000000 1000000
g22-g25 2 1 1 1 1 3 2 1000000 1000000
g22-g26 2 2 2 2 65 1246 41710 1000000 1000000
g22-g27 2 3 12 70 253 2107 39948 1000000 1000000
g22-g28 2 2 2 2 2 2 2 2321 1000000
g22-g29 2 17 50 147 456 2663 72183 1000000 1000000
g22-g30 2 20 34 83 227 986 22300 1000000 1000000
g22-g31 2 37 95 328 1036 4940 91513 1000000 1000000
g22-g32 2 12 12 12 12 12 15 15 15
g22-g33 2 2 3 3 3 3 111 337407 1000000
g22-g37 2 4 5 7 6 9 12 17 22363
g22-g38 2 2 2 2 4 3 4 21839 1000000
g22-g40 2 12 12 740 4781 18492 54914 1000000 1000000
g22-g43 2 20 217 5487 26667 139211 1000000 1000000 1000000
g22-g44 2 36 149 500 1585 15269 272176 1000000 1000000
g22-g45 2 26 83 243 750 4361 78345 1000000 1000000
g22-g46 2 13 18 45 70 132 25722 1000000 1000000
g22-g47 2 20 17 29 67 122 20330 1000000 1000000
g22-g48 2 16 30 57 105 271 49742 1000000 1000000
g22-g49 2 43 1110 6457 32475 208616 1000000 1000000 1000000
g22-g50 2 417 6062 91685 583635 1000000 1000000 1000000 1000000
g23-g27 2 3 3 4 9 40 146 1000000 1000000
g23-g32 2 13 13 13 13 13 12 12 16
g23-g40 2 9 9 9 9 9 9 37625 1000000
g23-g50 2 39 17984 114961 1000000 1000000 1000000 1000000 1000000
g24-g25 2 2 2 2 2 2 1000000 1000000 1000000
g24-g26 2 2 2 8755 849324 1000000 1000000 1000000 1000000
g24-g27 2 10 15183 394370 1000000 1000000 1000000 1000000 1000000
g24-g28 2 2 2 2 2 3 1000000 1000000 1000000
g24-g29 2 25 117809 224403 1000000 1000000 1000000 1000000 1000000
g24-g30 2 17 30644 44516 203178 425388 1000000 1000000 1000000
g24-g31 2 175 851 94548 417371 1000000 1000000 1000000 1000000
g24-g32 2 12 12 12 12 12 12 12 12
g24-g33 2 3 3 5 1000000 1000000 1000000 1000000 1000000
g24-g35 2 6 6 24 67178 1000000 1000000 1000000 1000000
g24-g36 2 3 3 4 1763 1000000 1000000 1000000 1000000
g24-g37 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g24-g38 2 4 8 19 8218 56587 1000000 1000000 1000000
g24-g39 2 3 3 3 43685 703842 1000000 1000000 1000000
g24-g40 2 8 9 9 9 9 9 16 1000000
g24-g41 2 8 9 9 1000000 1000000 1000000 1000000 1000000
g24-g42 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g24-g43 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g24-g44 2 56 349 1626 1000000 1000000 1000000 1000000 1000000
g24-g45 2 37 200 675 441601 1000000 1000000 1000000 1000000
g24-g46 2 24 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g24-g47 2 23 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g24-g48 2 230501 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g24-g49 2 239131 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g24-g50 2 17 37 53 191 1976 1714 764878 1000000
g25-g26 2 2 3 7 1000000 1000000 1000000 1000000 1000000
g25-g27 2 3 6 30 216 2571 148862 1000000 1000000
g25-g29 2 9 26 110 14577 158253 283538 1000000 1000000
g25-g30 2 11 17 81 1638 13824 19877 641394 1000000
g25-g31 2 32 327 2460 6839 30426 205474 1000000 1000000
g25-g32 2 15 15 12 12 12 12 12 12
g25-g38 2 3 3 3 3 4 4 842395 324074
g25-g40 2 12 9 9 9 9 9 16 1000000
g25-g43 2 32 153 2749 1000000 1000000 1000000 1000000 1000000
g25-g44 2 20 53 149 408 1485 6131 1000000 1000000
g25-g45 2 22 52 129 224 711 2743 1000000 1000000
g25-g46 2 12 15 29 36 71 141 1000000 1000000
g25-g47 2 11 15 19 32 62 130 1000000 1000000
g25-g48 2 19 27 44 85 123 294 1000000 1000000
g25-g49 2 24 197 2996 1000000 1000000 1000000 1000000 1000000
g25-g50 2 26 77 337 964 7997 6373 1000000 1000000
g26-g27 2 3 5 7 15 58 266 1000000 1000000
g26-g32 2 16 16 16 16 16 16 16 16
g26-g40 2 9 9 9 9 9 13 23 474712
g26-g50 2 29 64 680 3887 9906 37325 1000000 1000000
g27-g32 2 13 13 13 13 13 13 13 13
g27-g50 2 18 45 23 373 89 973 143904 1000000
g28-g29 2 5 5 5 5 5 5 8 187132
g28-g30 2 5 5 5 5 5 5 5 6686
g28-g31 2 8 9 9 8 9 9 8 49002
g28-g32 2 13 13 16 13 13 13 16 13
g28-g33 2 6 4 16 56 262 928 1000000 1000000
g28-g37 2 27 804 6028 46284 336241 1000000 1000000 1000000
g28-g38 2 3 6 13 297 2165 1000000 38 1000000
g28-g40 2 9 9 9 9 9 9 18 18
g28-g43 2 64 345 1464 4571 14838 53432 1000000 1000000
g28-g44 2 9874 165888 1000000 1000000 1000000 1000000 1000000 1000000
g28-g45 2 2105 30500 280407 1000000 1000000 1000000 1000000 1000000
g28-g46 2 34724 811550 1000000 1000000 1000000 1000000 1000000 1000000
g28-g47 2 19893 461215 1000000 1000000 1000000 1000000 1000000 1000000
g28-g48 2 47625 958466 1000000 1000000 1000000 1000001 1000000 1000000
g28-g49 2 97 854 3246 9530 26618 91054 1000000 1000000
g28-g50 2 17 19 19 19 19 19 19 43
g29-g30 2 7 10 10 7 6 6 42271 1000000
g29-g31 2 7 7 7 15 143 736 1000000 1000000
g29-g32 2 15 19 18 14 14 14 14 14
g29-g40 2 12 12 11 11 11 10 19 22
g29-g44 2 13 20 13 13 13 1168 374310 1000000
g29-g45 2 19 19 19 18 18 13 89089 1000000
g29-g50 2 20 21 21 21 28 28 7205 1000000
g3-g10 2 0 6 1 0 0 0 0 0
g3-g11 2 0 16 84 0 0 0 0 0
g3-g12 2 1 16 99 0 0 0 0 0
g3-g13 2 0 2 1 0 0 0 0 0
g3-g14 2 0 2 10 0 0 0 0 0
g3-g15 2 1 3 0 0 0 0 0 0
g3-g16 2 3 45 1 0 0 0 0 0
g3-g17 2 0 9 31 3 0 0 0 0
g3-g18 2 1 16 56 5 1 1 0 0
g3-g19 2 1 37 206 0 0 0 0 1
g3-g20 2 1 2 1 2 1 1 1 1
g3-g21 2 3 3 4 9 20 83 3 3
g3-g22 2 3 21 1 1 1 1 1 1
g3-g23 2 2 5 31 2 1 1 1 1
g3-g24 2 1 1 3 5 0 0 1 0
g3-g25 2 1 2 10 25 1 1 0 0
g3-g26 2 2 9 2 1 1 1 1 1
g3-g27 2 9 39 3 3 3 3 3 3
g3-g28 2 1 4 18 1 1 1 1 1
g3-g29 2 3 3 3 4 3 3 3 3
g3-g30 2 3 5 4 4 3 3 3 3
g3-g31 2 3 5 3 3 5 5 5 3
g3-g32 2 11 11 11 11 11 11 11 12
g3-g33 2 4 28 4 1 2 1 1 1
g3-g34 2 2 41 137 1 1 1 3 3
g3-g35 2 5 50 3 3 2 2 3 3
g3-g36 2 5 5 2 2 2 2 3 5
g3-g37 2 23 3 2 2 4 4 6 6
g3-g38 2 1 8 62 743 2980 1 3 3
g3-g39 2 6 44 112 2 1 1 3 3
g3-g4 2 0 0 0 0 0 0 0 0
g3-g40 2 4416 72620 17 7 7 7 11 11
g3-g41 2 12 50 190 4 4 4 4 4
g3-g42 2 7 60 206 4 4 4 4 4
g3-g43 2 15 185 912 5 5 5 5 5
g3-g44 2 7 6 7 6 7 6 6 6
g3-g45 2 6 6 7 7 6 9 6 6
g3-g46 2 7 7 7 7 7 7 7 7
g3-g47 2 10 7 10 7 7 10 7 7
g3-g48 2 7 7 7 7 7 7 7 7
g3-g49 2 27 440 2251 6 6 5 6 6
g3-g5 2 0 0 0 1 0 0 0 0
g3-g50 2 174 1854 19199 11 11 11 11 11
g3-g6 2 0 1 2 0 0 0 0 0
g3-g7 2 0 0 0 1 2 6 0 0
g3-g8 2 0 3 0 0 0 0 0 0
g3-g9 2 0 0 2 11 0 0 0 0
g30-g31 2 7 7 7 7 10 6 1005 1000000
g30-g32 2 15 15 15 14 14 18 18 18
g30-g40 2 11 11 11 11 10 10 18 19
g30-g44 2 13 13 19 13 12 13 697 1000000
g30-g45 2 18 13 18 13 12 27 7836 1000000
g30-g50 2 27 28 28 20 20 20 150 378269
g31-g32 2 15 15 15 15 14 14 14 14
g31-g40 2 12 12 12 16 15 15 26 226
g31-g50 2 20 21 29 29 29 29 11081 1000000
g33-g37 2 6 26 316 1445 6079 40751 1000000 1000000
g33-g38 2 3 3 3 5 6 109 80393 1000000
g33-g40 2 10 10 10 10 10 10 18 18
g33-g43 2 17 210 1278 3089 14751 83369 1000000 1000000
g33-g44 2 261 3081 22537 119137 471679 1000000 1000000 1000000
g33-g45 2 44 1142 8180 41550 155120 536062 1000000 1000000
g33-g46 2 30 593 5244 35520 205627 1000000 1000000 1000000
g33-g47 2 41 532 4492 29181 165412 1000000 1000000 1000000
g33-g48 2 51 1084 9064 56364 329744 1000000 1000000 1000000
g33-g49 2 33 417 2023 6527 31062 194320 1000000 1000000
g33-g50 2 19 20 20 20 20 20 20 20
g34-g35 2 5 5 5 2838 21281 109897 1000000 1000000
g34-g36 2 5 5 5 26170 137146 680061 1000000 1000000
g34-g37 2 6 6 6 6 10 10 1000000 1000000
g34-g38 2 3 4 4 4 5 5 1000000 1000000
g34-g39 2 5 46 414 1537 7711 45197 1000000 1000000
g34-g40 2 15 10 10 10 10 10 20 20
g34-g41 2 48 235 1026 4830 34716 193623 1000000 1000000
g34-g42 2 32 292 1236 5391 35417 176000 1000000 1000000
g34-g43 2 13 15 15 15 15 15 4478 1000000
g34-g44 2 14 16 16 17 16 16 17 1000000
g34-g45 2 14 16 16 23 16 16 16 1000000
g34-g46 2 23 24 24 24 24 17 1000000 1000000
g34-g47 2 15 17 17 17 17 17 1000000 1000000
g34-g48 2 16 17 17 17 17 17 1000000 1000000
g34-g49 2 14 15 15 15 15 15 1000000 1000000
g34-g50 2 19 21 21 21 21 21 21 21
g35-g37 2 6 6 10 10 10 6 1000000 1000000
g35-g38 2 4 4 4 4 4 5 1000000 1000000
g35-g40 2 11 11 11 11 10 11 20 20
g35-g41 2 10 13 87 720 6891 125135 1000000 1000000
g35-g42 2 18 89 498 2243 41646 1000000 1000000 1000000
g35-g43 2 13 15 15 22 15 15 1000000 1000000
g35-g44 2 14 16 16 23 23 17 1000000 1000000
g35-g45 2 14 16 16 16 16 17 158214 1000000
g35-g46 2 16 17 17 17 15546 330452 1000000 1000000
g35-g47 2 16 17 17 17 3238 108598 1000000 1000000
g35-g48 2 16 18 18 17 18 6382 1000000 1000000
g35-g49 2 14 16 16 16 16 16508 1000000 1000000
g35-g50 2 20 22 21 21 21 21 21 21
g36-g37 2 6 11 10 6 6 6 1000000 1000000
g36-g38 2 4 4 4 4 4 5 56163 1000000
g36-g40 2 10 10 10 10 10 10 20 20
g36-g41 2 9 46 274 855 2789 8155 1000000 1000000
g36-g42 2 10 119 468 1349 3737 10576 1000000 1000000
g36-g43 2 12 21 15 15 21 21 1000000 1000000
g36-g44 2 14 16 16 16 16 24 1000000 1000000
g36-g45 2 14 16 16 16 16 17 74485 1000000
g36-g46 2 24 17 17 17 13904 590009 1000000 1000000
g36-g47 2 16 24 24 17 1311 189750 1000000 1000000
g36-g48 2 24 25 17 17 17 5992 1000000 1000000
g36-g49 2 14 23 16 16 16 299 1000000 1000000
g36-g50 2 20 21 21 29 21 21 21 21
g37-g38 2 7 7 4 4 4 4 10 1000000
g37-g40 2 12 11 11 11 11 17 28 20
g37-g43 2 11 13 14 14 14 15 1000000 1000000
g37-g44 2 22 15 15 16 16 16 1000000 1000000
g37-g45 2 14 15 15 15 15 16 960683 1000000
g37-g46 2 25 22 1616 10348 27026 177578 1000000 1000000
g37-g47 2 35 21 1503 6696 20710 128046 1000000 1000000
g37-g48 2 20 147 1586 12962 83560 387320 1000000 1000000
g37-g49 2 12 126 490 2825 9018 15419 941882 1000000
g37-g50 2 21 22 22 22 22 22 22 22
g38-g40 2 10 11 11 10 10 10 20 20
g38-g43 2 12 14 14 16 19 23 1000000 1000000
g38-g44 2 14 23 16 30 252 3017 1000000 1000000
g38-g45 2 14 23 17 40 71 153 1000000 1000000
g38-g50 2 20 21 21 21 21 29 29 21
g39-g40 2 10 10 10 10 10 10 20 20
g39-g41 2 16 145 902 5837 39171 402023 1000000 1000000
g39-g42 2 18 141 904 6639 40321 694876 1000000 1000000
g39-g43 2 12 14 15 15 15 15 82169 1000000
g39-g44 2 14 22 23 23 16 17 17 1000000
g39-g45 2 14 22 22 23 16 16 17 1000000
g39-g46 2 24 17 17 17 24 17 1000000 1000000
g39-g47 2 15 17 17 17 17 17 1000000 1000000
g39-g48 2 24 25 25 17 18 17 1000000 1000000
g39-g49 2 14 16 16 22 16 16 1000000 1000000
g39-g50 2 28 21 21 29 21 21 21 21
g4-g10 2 0 0 0 0 0 0 0 0
g4-g11 2 0 0 0 0 0 0 0 0
g4-g12 2 0 0 0 0 0 0 0 0
g4-g13 2 0 0 0 0 0 0 0 0
g4-g14 2 0 0 0 0 0 0 0 0
g4-g15 2 0 0 0 0 0 0 0 0
g4-g16 2 0 0 0 104 0 1 1 1
g4-g20 2 33 282 1 1 1 1 1 1
g4-g21 2 3 3 3 3 3 3 3 3
g4-g22 2 0 1 1 1 1 1 1 1
g4-g23 2 1 1 2 1 2 1 1 2
g4-g25 2 0 0 1 0 0 0 0 0
g4-g26 2 1 1 1 1 1 1 1 1
g4-g27 2 2 12 2 2 2 2 3 2
g4-g28 2 1 1 1 1 1 1 1 1
g4-g29 2 5 11 22 50 123 5 5 5
g4-g30 2 5 8 15 29 67 3 3 3
g4-g31 2 7 16 40 102 276 3 3 3
g4-g32 2 11 11 11 12 11 12 11 11
g4-g33 2 2 1 1 1 1 1 1 1
g4-g37 2 3 3 2 3 2 4 6 7
g4-g38 2 1 1 1 1 1 1 3 3
g4-g40 2 7 7 7 7 7 7 11 11
g4-g41 2 3 3 3 3 3 3 4 4
g4-g42 2 4 767 4 4 4 4 4 4
g4-g43 2 17 5 5 6 5 5 5 5
g4-g44 2 10 22 53 140 349 7 6 6
g4-g45 2 8 15 32 75 175 11 9 6
g4-g46 2 7 8 10 13 18 35 7 7
g4-g47 2 11 8 10 13 17 52 7 7
g4-g48 2 8 10 14 30 32 65 7 7
g4-g49 2 56 5 8 6 6 8 6 6
g4-g5 2 0 0 0 0 0 0 0 0
g4-g50 2 11 11 11 11 11 12 11 11
g4-g6 2 0 0 0 0 0 0 0 0
g4-g7 2 0 0 0 0 0 0 0 0
g4-g9 2 0 0 0 0 0 0 0 0
g40-g50 2 21 22 22 22 22 22 24 27
g41-g42 2 11 15 15 92 1715 20108 1000000 1000000
g41-g43 2 13 15 16 16 16 23 23 1000000
g41-g44 2 15 17 17 17 17 17 18 1000000
g41-g45 2 15 16 16 17 17 17 17 1000000
g41-g46 2 17 18 18 25 25 25 26 1000000
g41-g47 2 16 18 25 25 18 21 18 1000000
g41-g48 2 17 19 19 26 26 26 19 1000000
g41-g49 2 15 24 17 17 16 24 17 1000000
g41-g50 2 21 22 22 22 22 31 31 22
g42-g43 2 13 15 15 16 16 16 16 1000000
g42-g44 2 15 17 24 17 17 17 18 1000000
g42-g45 2 15 16 23 24 24 24 18 1000000
g42-g46 2 16 18 19 18 18 18 21973 1000000
g42-g47 2 16 26 19 18 18 18 8922 1000000
g42-g48 2 17 19 19 19 19 19 26 1000000
g42-g49 2 15 17 17 17 17 24 237115 1000000
g42-g50 2 21 23 23 23 22 22 22 22
g43-g44 2 15 16 16 17 18 28 74568 1000000
g43-g45 2 22 22 23 23 17 23 945 1000000
g43-g50 2 22 24 23 23 31 23 23 23
g44-g45 2 15 16 16 16 16 16 39407 1000000
g44-g50 2 21 24 32 23 23 23 23 23
g45-g50 2 21 23 23 23 22 22 22 31
g46-g47 2 16 17 17 21 194 2578 2788 7399
g46-g48 2 17 18 20 55 515 4885 1000000 1000000
g46-g50 2 21 24 32 32 23 23 23 23
g47-g48 2 17 18 18 18 29 157 919926 1000000
g47-g50 2 21 24 32 31 23 23 23 23
g48-g50 2 21 24 32 32 32 31 23 23
g49-g50 2 22 24 24 24 24 24 23 23
g5-g11 2 0 0 0 0 0 0 0 0
g5-g12 2 0 3 0 0 0 0 0 0
g5-g13 2 1 9 0 0 0 0 0 1
g5-g14 2 0 2 0 0 0 0 0 0
g5-g15 2 1 13 1 0 0 0 0 0
g5-g16 2 0 0 0 0 0 0 0 0
g5-g20 2 235 1 1 1 1 1 1 1
g5-g21 2 3 3 3 5 8 633 3 3
g5-g22 2 1 1 1 1 1 1 1 1
g5-g23 2 3 13 2 1 1 1 1 1
g5-g25 2 1 2 37 1 1 1 0 0
g5-g26 2 2 18 1 1 1 1 1 1
g5-g27 2 9 2 2 2 2 2 2 2
g5-g28 2 1 1 1 1 1 1 1 1
g5-g29 2 8 3 3 3 3 3 3 3
g5-g30 2 11 4 3 3 3 3 3 3
g5-g31 2 12 5 3 3 5 5 5 3
g5-g32 2 12 12 12 11 11 11 11 11
g5-g33 2 1 1 1 1 1 1 1 1
g5-g37 2 3 2 4 4 4 4 4 7
g5-g38 2 2 4 82 6149 488698 2 5 4
g5-g40 2 3294 29551 56770 7 7 7 11 11
g5-g41 2 5 4 4 4 4 4 4 4
g5-g42 2 5 4 4 4 4 4 4 4
g5-g43 2 36 7 7 5 5 5 5 5
g5-g44 2 27 10 7 10 7 6 7 7
g5-g45 2 44 10 7 10 10 7 6 7
g5-g46 2 12 7 7 10 10 7 7 7
g5-g47 2 10 7 7 7 7 7 7 7
g5-g48 2 18 7 11 7 7 8 11 7
g5-g49 2 25 8 8 8 6 6 6 8
g5-g50 2 921 11 11 11 11 11 11 11
g5-g6 2 0 0 3 0 0 0 0 0
g5-g7 2 0 0 2 16 113 17 0 0
g6-g11 2 0 0 13 11241 1602 4 0 0
g6-g12 2 0 2 181 1283 792 1678 0 0
g6-g13 2 0 2 13 6 1 1 1 1
g6-g14 2 0 1 14 116 0 0 0 1
g6-g15 2 0 3 9 4 0 0 0 0
g6-g16 2 0 2 0 1 0 0 0 1
g6-g20 2 341 3148 20917 119412 544366 834120 88987 1
g6-g21 2 3 4 4 4 3 3 37 3
g6-g22 2 1 2 2 1 1 1 1 1
g6-g23 2 2 5 25 2 2 1 1 1
g6-g25 2 1 2 11 2 30 24 1 1
g6-g26 2 2 7 102 6 2 2 1 1
g6-g27 2 3 14 2 2 2 2 2 3
g6-g28 2 1 1 2 26097 3318 66581 1 2
g6-g29 2 115 4 3 3 3 3 3 3
g6-g30 2 88 4 3 3 3 3 3 3
g6-g31 2 205 4 5 3 3 3 3 3
g6-g32 2 11 13 11 11 11 11 13 11
g6-g33 2 2 5 74 4 2 2 2 2
g6-g37 2 5 4 9 3 3 4 8 5
g6-g38 2 1 2 40 10644 1000000 1000000 281530 6
g6-g40 2 1939 14591 63121 230833 738526 1000000 1000000 12
g6-g41 2 6 11 79 11 5 5 5 5
g6-g42 2 5 17 7 6 5 7 7 5
g6-g43 2 14 74 9 7 6 9 6 6
g6-g44 2 294 9 7 8 7 11 7 7
g6-g45 2 132 11 7 11 7 7 7 7
g6-g46 2 35 13 8 8 8 8 8 8
g6-g47 2 39 12 8 9 8 8 11 8
g6-g48 2 46 8 8 12 12 8 8 8
g6-g49 2 21 130 7 7 6 6 6 6
g6-g50 2 196 1960 540215 1000000 1000000 1000000 1000000 12
g6-g7 2 0 0 0 0 0 0 0 0
g7-g11 2 0 0 0 0 0 2 0 0
